Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
embryonic heart tube development (GO:0035050)	5/18	0.00169164777993035	0.0294619263662012	5	0.277777777777778	NDRG4;SOX17;CITED2;SOX18;TBX2
leukocyte tethering or rolling (GO:0050901)	5/18	0.00169164777993035	0.0294619263662012	5	0.277777777777778	CX3CR1;SELP;SPN;SELPLG;JAM2
regulation of membrane depolarization (GO:0003254)	5/18	0.00169164777993035	0.0294619263662012	5	0.277777777777778	LRRK2;GJA5;FHL1;NEDD4L;GPD1L
water transport (GO:0006833)	5/18	0.00169164777993035	0.0294619263662012	5	0.277777777777778	AQP9;PDPN;AQP4;CFTR;AQP1
lung development (GO:0030324)	7/35	0.0017032416539964	0.0294619263662012	7	0.2	CEBPA;RBP4;FOXF1;ABCA3;PDPN;TCF21;FGFR2
regulation of blood circulation (GO:1903522)	7/35	0.0017032416539964	0.0294619263662012	7	0.2	ACE;DES;CELF2;FXYD1;AGTR1;AGER;TBX2
respiratory system development (GO:0060541)	7/35	0.0017032416539964	0.0294619263662012	7	0.2	CEBPA;RBP4;FOXF1;ABCA3;PDPN;TCF21;FGFR2
positive regulation of cell death (GO:0010942)	10/66	0.00180987601344825	0.0311544676878034	10	0.151515151515152	C1QA;EGR1;TYROBP;RAMP3;LRRK2;HBB;CD36;FOS;HBA1;CLU
positive regulation of DNA-binding transcription factor activity (GO:0051091)	24/246	0.00186880316025136	0.032013410658219	24	0.0975609756097561	CX3CR1;EDN1;CSF3;FZD4;ANXA3;PLA2G1B;CAV1;RTKN2;NLRC4;PRKCZ;CLU;AGER;CX3CL1;IL6;RGCC;BTK;S100A12;PRKCQ;PPARG;CD36;CARD16;PLPP3;TLR4;S100A8
negative regulation of cell differentiation (GO:0045596)	20/191	0.00188987191044937	0.0322186817041031	20	0.104712041884817	GDF10;NOTCH4;CAV1;ZBTB16;CRIM1;WNT9A;GATA2;SMAD6;LIMD1;HOPX;TBX3;BMP5;IL6;EFEMP1;GPER1;SOSTDC1;PPARG;ABCG1;FERMT2;FOXA2
negative regulation of immune response (GO:0050777)	19/178	0.00194431319608868	0.0328385763086292	19	0.106741573033708	PTGER4;VIPR1;RAMP2;SPI1;CALCRL;RAMP3;ALOX15;ADCY4;SCTR;ADRB1;ADRB2;PTH1R;RXFP1;FGR;HCK;IL6;FCGR3A;ADCY9;HLA-DRB1
negative regulation of growth (GO:0045926)	15/126	0.0019447549421354	0.0328385763086292	15	0.119047619047619	ACVRL1;NPR1;MT1M;FHL1;ALOX15B;DCSTAMP;SOX17;HYAL1;HYAL2;SCGB3A1;SLIT3;AGTR2;APBB1;SLIT2;FBP1
cellular response to lipid (GO:0071396)	22/219	0.00196426629009862	0.0330108448563494	22	0.100456621004566	CX3CR1;PID1;RAMP3;FZD4;WNT3A;INSIG1;LPL;PPBP;WNT9A;SSTR1;CXCL3;CXCL2;AQP1;ZFP36;IL6;GPER1;PDK4;ANKRD1;ADTRP;CARD16;TLR4;CFTR
peptidyl-tyrosine modification (GO:0018212)	9/56	0.00199056474513195	0.0332950121992354	9	0.160714285714286	FGR;HCK;EFEMP1;PKDCC;BTK;PDGFB;TEK;FGFR4;FGFR2
regulation of blood coagulation (GO:0030193)	6/27	0.00205870714994452	0.0340289132178766	6	0.222222222222222	THBD;EDN1;CAV1;ADTRP;CD34;FOXA2
calcium-mediated signaling (GO:0019722)	13/102	0.00206323077886167	0.0340289132178766	13	0.127450980392157	CX3CR1;EDN1;LRRK2;FPR2;SELP;RCAN1;EDNRB;CCRL2;CXCR2;AGTR1;BTK;ACKR4;NMUR1
regulation of cell death (GO:0010941)	13/102	0.00206323077886167	0.0340289132178766	13	0.127450980392157	RAMP3;LRRK2;HBB;DHCR24;HBA1;CLU;CCN5;AGR3;CCN2;CD36;CCN1;CRYAB;FERMT2
endocardial cushion morphogenesis (GO:0003203)	5/19	0.00220013625149845	0.0357875373752913	5	0.263157894736842	ACVRL1;BMP2;TBX2;TGFBR2;ENG
regulation of vascular endothelial growth factor signaling pathway (GO:1900746)	5/19	0.00220013625149845	0.0357875373752913	5	0.263157894736842	CCBE1;SEMA6A;TSPAN12;DCN;JCAD
response to fatty acid (GO:0070542)	5/19	0.00220013625149845	0.0357875373752913	5	0.263157894736842	PID1;SCD;PDK4;LPL;CD36
regulation of bone mineralization (GO:0030500)	9/57	0.00225867629221883	0.0360820178232214	9	0.157894736842105	KL;BMP2;PKDCC;ALOX5;S1PR1;PTN;CCN1;GPM6B;BMP6
positive regulation of supramolecular fiber organization (GO:1902905)	12/91	0.00225974066814619	0.0360820178232214	12	0.131868131868132	SEMA5A;HCK;CCL24;CSF3;EDN1;CFL2;PRKCE;ALOX15;LMOD1;SYNPO;CLU;CX3CL1
blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:0002043)	3/6	0.0023683124310947	0.0360820178232214	3	0.5	ACVRL1;SEMA5A;BMPER
cellular water homeostasis (GO:0009992)	3/6	0.0023683124310947	0.0360820178232214	3	0.5	SCTR;AQP4;AQP1
embryonic hindlimb morphogenesis (GO:0035116)	3/6	0.0023683124310947	0.0360820178232214	3	0.5	WNT7A;AFF3;TBX4
lipoxin metabolic process (GO:2001300)	3/6	0.0023683124310947	0.0360820178232214	3	0.5	HPGD;ALOX5;ALOX5AP
plasma membrane raft assembly (GO:0044854)	3/6	0.0023683124310947	0.0360820178232214	3	0.5	CAV2;CAV1;EMP2
regulation of glomerular filtration (GO:0003093)	3/6	0.0023683124310947	0.0360820178232214	3	0.5	PDGFB;EMP2;GAS6
regulation of type B pancreatic cell proliferation (GO:0061469)	3/6	0.0023683124310947	0.0360820178232214	3	0.5	NR4A1;NR4A3;NUPR1
response to heparin (GO:0071503)	3/6	0.0023683124310947	0.0360820178232214	3	0.5	EGR1;SLIT2;GPIHBP1
neural crest cell migration (GO:0001755)	7/37	0.00238613392012752	0.0360820178232214	7	0.189189189189189	SEMA5A;SEMA6A;SEMA6D;SEMA3B;SEMA3G;RADIL;FOLR1
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	7/37	0.00238613392012752	0.0360820178232214	7	0.189189189189189	CNN1;NR4A3;ADAMTS1;GPER1;PDGFB;PPARG;APLN
positive regulation of neuron death (GO:1901216)	8/47	0.00240675591695805	0.0360820178232214	8	0.170212765957447	C1QA;EGR1;TYROBP;PCSK9;FOS;NUPR1;CLU;TLR4
angiotensin maturation (GO:0002003)	4/12	0.00241157310324407	0.0360820178232214	4	0.333333333333333	CPA3;ACE;MME;CES1
gas transport (GO:0015669)	4/12	0.00241157310324407	0.0360820178232214	4	0.333333333333333	CA2;HBB;HBA1;AQP1
negative regulation of complement activation (GO:0045916)	4/12	0.00241157310324407	0.0360820178232214	4	0.333333333333333	SERPING1;C4BPA;VSIG4;A2M
negative regulation of hemostasis (GO:1900047)	4/12	0.00241157310324407	0.0360820178232214	4	0.333333333333333	THBD;EDN1;ADTRP;CD34
regulation of angiotensin levels in blood (GO:0002002)	4/12	0.00241157310324407	0.0360820178232214	4	0.333333333333333	CPA3;ACE;MME;CES1
regulation of vascular associated smooth muscle cell migration (GO:1904752)	4/12	0.00241157310324407	0.0360820178232214	4	0.333333333333333	DOCK4;NR4A3;ADAMTS1;PDGFB
negative regulation of cellular response to growth factor stimulus (GO:0090288)	11/80	0.00242899409301205	0.0361899708143728	11	0.1375	BMP2;BMPER;MMRN2;CRIM1;SOSTDC1;SMAD9;PPARG;AGTR2;SLIT2;SMAD6;APLN
muscle contraction (GO:0006936)	15/129	0.00245378577518758	0.036395191874688	15	0.116279069767442	TMOD1;TNNC1;LMOD1;SORBS1;SORBS3;DES;SGCA;FXYD1;CASQ2;TNNI2;MYH11;NMUR1;UTRN;MYL9;CRYAB
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	17/155	0.00246329555835452	0.036395191874688	17	0.109677419354839	CX3CR1;PLA2G1B;CAV1;RTKN2;NLRC4;CLU;AGER;PRKCZ;CX3CL1;IL6;BTK;S100A12;PRKCQ;CARD16;CD36;TLR4;S100A8
peptidyl-tyrosine phosphorylation (GO:0018108)	10/69	0.00254179754338864	0.0371271899770941	10	0.144927536231884	FGR;HCK;EFEMP1;PKDCC;BTK;PDGFB;AATK;TEK;FGFR4;FGFR2
fat cell differentiation (GO:0045444)	9/58	0.00255471922008205	0.0371271899770941	9	0.155172413793103	CEBPA;NR4A1;EGR2;PID1;NR4A3;FFAR4;PPARG;KLF4;SMAD6
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	9/58	0.00255471922008205	0.0371271899770941	9	0.155172413793103	ACVRL1;GDF10;BMP2;BMPER;SNX25;SMAD6;BMP6;ENG;BMP5
regulation of phagocytosis (GO:0050764)	9/58	0.00255471922008205	0.0371271899770941	9	0.155172413793103	FGR;HCK;FCER1G;SLC11A1;SFTPD;FPR2;GAS6;GATA2;SIRPB1
negative regulation of signal transduction (GO:0009968)	25/267	0.00265916111465045	0.0384872869900021	25	0.0936329588014981	KANK2;CX3CR1;NDRG4;PID1;HHIP;LRRK2;ARRB1;GATA2;PRKCZ;CX3CL1;WIF1;GPC3;SOSTDC1;TNS2;EGFL7;SEMA6A;DCN;BMP5;APLN;BMP2;SFRP5;MMRN2;PRKCQ;AGTR2;CARD16
positive regulation of cellular metabolic process (GO:0031325)	13/105	0.00267700333454398	0.0385880236759876	13	0.123809523809524	PID1;RAMP3;ANGPT1;WNT3A;PDGFB;PCSK9;WNT7A;ARRB1;KLF4;TGFBR2;APOC1;AGTR1;PPARG
cardiac epithelial to mesenchymal transition (GO:0060317)	5/20	0.00281143949922407	0.0400376082901548	5	0.25	ACVRL1;TGFBR3;BMP2;TBX3;ENG
negative regulation of axon extension involved in axon guidance (GO:0048843)	5/20	0.00281143949922407	0.0400376082901548	5	0.25	SEMA5A;SEMA6A;SEMA6D;SEMA3B;SEMA3G
xenobiotic transport (GO:0042908)	5/20	0.00281143949922407	0.0400376082901548	5	0.25	SLC22A3;SLC15A2;ABCA3;ABCA8;ABCG2
carbohydrate homeostasis (GO:0033500)	10/70	0.00283258152879032	0.0401773364043619	10	0.142857142857143	CEBPA;RBP4;IL6;WFS1;ALOX5;CRY2;LEPR;PDK4;PPARG;FGFR4
positive regulation of epithelial cell migration (GO:0010634)	12/94	0.00297530239644486	0.0420335549712888	12	0.127659574468085	ANGPT4;EDN1;RRAS;ANGPT1;GLIPR2;HYAL1;ANXA3;PRKCE;ATOH8;CTSH;TEK;SASH1
hydrogen peroxide metabolic process (GO:0042743)	6/29	0.00302806016374705	0.042273627325382	6	0.206896551724138	DUOX1;MAOB;GPX3;CAT;HBB;HBA1
negative regulation of wound healing (GO:0061045)	6/29	0.00302806016374705	0.042273627325382	6	0.206896551724138	THBD;EDN1;ALOX5;ADTRP;MYOZ1;CD34
regulation of DNA biosynthetic process (GO:2000278)	6/29	0.00302806016374705	0.042273627325382	6	0.206896551724138	ACVRL1;DACH1;RGCC;PDGFB;ANKRD1;FGFR4
gland development (GO:0048732)	10/71	0.00314932439168026	0.0433626025093003	10	0.140845070422535	TGFBR3;CEBPA;CITED2;NOTCH4;CAV1;PCSK9;TCF21;ALOX15B;TBX3;FGFR2
positive regulation of reactive oxygen species metabolic process (GO:2000379)	8/49	0.00315497784754638	0.0433626025093003	8	0.163265306122449	PID1;TYROBP;AGTR1;PDGFB;CD36;FPR2;TLR4;TGFBR2
receptor internalization (GO:0031623)	8/49	0.00315497784754638	0.0433626025093003	8	0.163265306122449	RAMP2;FCER1G;CALCRL;RAMP3;CAV1;CXCR2;ARRB1;CD36
regulation of smooth muscle cell proliferation (GO:0048660)	8/49	0.00315497784754638	0.0433626025093003	8	0.163265306122449	EDN1;NDRG4;IL6;NR4A3;OGN;PDGFB;PPARG;CX3CL1
positive regulation of gene expression (GO:0010628)	39/482	0.00320361600878549	0.0438610902206693	39	0.0809128630705394	PTGER4;CALCOCO1;RAMP2;PID1;RAMP3;CITED2;PDGFB;GATA2;CLU;VSIR;CDH5;CAMK2N1;LAMP3;GPER1;CTSH;CD36;CD34;HOXA5;EGR1;IL33;CADM1;ANGPT1;ODAM;WNT3A;SLC11A1;KLF4;NR0B2;BMP6;FGR;CLDN5;BMP2;IL6;RGCC;TYROBP;ADTRP;GAS6;FGFR4;TLR4;RBMS3
endothelial cell migration (GO:0043542)	7/39	0.00326239512347079	0.0443235751257756	7	0.17948717948718	CDH5;NR4A1;STARD13;SOX18;TNFSF12;ID1;EMP2
negative regulation of lymphocyte proliferation (GO:0050672)	7/39	0.00326239512347079	0.0443235751257756	7	0.17948717948718	SPN;TYROBP;LST1;SFTPD;MNDA;VSIG4;HLA-DRB1
negative regulation of mononuclear cell migration (GO:0071676)	4/13	0.00334354357202679	0.0449098693424508	4	0.307692307692308	DUSP1;ADTRP;SLIT2;BMP5
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	4/13	0.00334354357202679	0.0449098693424508	4	0.307692307692308	HLA-DRA;PRKCQ;HLA-DRB1;TGFBR2
response to UV-B (GO:0010224)	4/13	0.00334354357202679	0.0449098693424508	4	0.307692307692308	MFAP4;MME;HYAL1;HYAL2
positive regulation of cytosolic calcium ion concentration (GO:0007204)	16/147	0.00350997615523667	0.0467949541636749	16	0.108843537414966	CX3CR1;PTGER4;CD52;EDN1;PLA2G1B;CAV1;C5AR1;FPR1;FPR2;GPER1;CCRL2;CXCR2;AGTR1;ACKR4;CD36;S1PR4
endocardial cushion development (GO:0003197)	5/21	0.00353667448275941	0.0467949541636749	5	0.238095238095238	ACVRL1;BMP2;FOXF1;TBX2;ENG
focal adhesion assembly (GO:0048041)	5/21	0.00353667448275941	0.0467949541636749	5	0.238095238095238	PEAK1;DLC1;SORBS1;THSD1;FERMT2
sterol transport (GO:0015918)	5/21	0.00353667448275941	0.0467949541636749	5	0.238095238095238	MSR1;CAV1;ABCA8;CD36;LDLR
artery morphogenesis (GO:0048844)	6/30	0.00362400819463965	0.0475066347005747	6	0.2	HPGD;FOXF1;GJA5;FOLR1;TBX2;ENG
regulation of long-term synaptic potentiation (GO:1900271)	6/30	0.00362400819463965	0.0475066347005747	6	0.2	ARC;TYROBP;FAM107A;PTN;AGER;SHANK3
pattern recognition receptor signaling pathway (GO:0002221)	9/61	0.00363065369539079	0.0475066347005747	9	0.147540983606557	FCN1;SFTPA2;SFTPD;TLR8;CD36;SFTPA1;CLEC4E;TLR4;S100A8
fatty acid derivative biosynthetic process (GO:1901570)	7/40	0.00378322757977747	0.0493210477863636	7	0.175	GGTLC1;ACSS3;HPGD;SCD;ALOX5;SCD5;ALOX5AP
regulation of cell growth (GO:0001558)	21/217	0.00382496983375357	0.0494383252158684	21	0.0967741935483871	ACVRL1;NPR1;FHL1;FAM107A;LTBP4;SOCS2;DCSTAMP;SOX17;HYAL1;HYAL2;AGTR1;SCGB3A1;PRKCQ;SLIT3;AGTR2;APBB1;SLIT2;ROS1;FBP1;S100A8;MFSD2A
negative regulation of cell adhesion (GO:0007162)	10/73	0.00386713367121129	0.0494383252158684	10	0.136986301369863	ACVRL1;SEMA5A;SPN;SEMA6A;ANGPT1;DUSP1;FZD4;FBLN1;CORO2B;CX3CL1
regulation of actin filament polymerization (GO:0030833)	10/73	0.00386713367121129	0.0494383252158684	10	0.136986301369863	HCK;CCL24;CSF3;PRKCE;ALOX15;LMOD1;MYADM;ESAM;SLIT2;KANK3
angiotensin-activated signaling pathway (GO:0038166)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	CA2;CAV1;AGTR1
calcitonin family receptor signaling pathway (GO:0097646)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	RAMP2;CALCRL;RAMP3
coronary vasculature development (GO:0060976)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	GATA6;GPC3;APLN
ethanol catabolic process (GO:0006068)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	SULT1A1;SULT1A2;SULT1C4
heart trabecula formation (GO:0060347)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	TGFBR3;RBP4;TEK
hindlimb morphogenesis (GO:0035137)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	WNT7A;AFF3;TBX4
positive regulation of urine volume (GO:0035810)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	NPR1;HYAL2;NPR3
receptor-mediated endocytosis of virus by host cell (GO:0019065)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	CAV2;CAV1;SIGLEC1
regulation of aldosterone biosynthetic process (GO:0032347)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	BMP2;BMP6;BMP5
regulation of systemic arterial blood pressure by renin-angiotensin (GO:0003081)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	ACE;AGTR1;AGTR2
vascular wound healing (GO:0061042)	3/7	0.0039874114528309	0.0494383252158684	3	0.428571428571429	NDNF;GATA2;CD34
regulation of interleukin-6 production (GO:0032675)	13/110	0.00402620747041022	0.0497454065856259	13	0.118181818181818	IL33;LPL;ARRB1;AGER;SCIMP;CX3CL1;LILRA5;IL6;TYROBP;HYAL2;TLR8;GAS6;TLR4
positive regulation of cytokine production (GO:0001819)	29/335	0.00404549939313133	0.049795766764842	29	0.0865671641791045	PTGER4;FCN1;PLA2G1B;CXCL17;LPL;PRKCZ;AGER;LILRA5;HYAL2;CD34;SPTBN1;HLA-DPA1;CCBE1;EGR1;IL33;FCER1G;CADM1;SLC11A1;ALOX15B;SCIMP;HLA-E;FGR;IL6;TYROBP;RGCC;HLA-DPB1;TLR8;PRKCQ;TLR4
blood circulation (GO:0008015)	8/51	0.00407241183356012	0.049795766764842	8	0.156862745098039	ACVRL1;ACE;NPR1;COL4A3;AGTR1;OLR1;SERPING1;SGCG
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	8/51	0.00407241183356012	0.049795766764842	8	0.156862745098039	MYOC;PDPN;MYADM;CASS4;NEDD9;FBLN1;FERMT2;LIMS2
