genes	ensembl_id	logFoldChange	pvalue	pvalue_adj	direction
SIX1	ENSG00000126778	1.28498592737548	8.77928052619551e-10	1.09669607093659e-09	UP
RHOJ	ENSG00000126785	-1.27391377334115	1.37844972539983e-18	4.78593756377519e-18	DOWN
DLGAP5	ENSG00000126787	1.92153851581888	2.55771909307306e-19	1.04042810565684e-18	UP
EDN2	ENSG00000127129	1.11619321246632	5.21982578870288e-09	6.19793785671585e-09	UP
ATP13A4	ENSG00000127249	-1.84251331166729	1.3490926690638e-13	2.28417806402337e-13	DOWN
PTPRB	ENSG00000127329	-2.07652373371654	8.51039769310105e-26	1.6339963570754e-24	DOWN
KLF2	ENSG00000127528	-1.54584429835381	2.84066583272731e-14	5.20427328133248e-14	DOWN
PKMYT1	ENSG00000127564	1.16142151420181	1.66369724514015e-15	3.53351627286404e-15	UP
GNG11	ENSG00000127920	-1.72439708595279	9.24564591806168e-16	2.02413228764862e-15	DOWN
SGCE	ENSG00000127990	-1.07436773350103	4.06140005644684e-11	5.65474119534296e-11	DOWN
ZFP36	ENSG00000128016	-1.54276745835677	4.2884575590552e-12	6.33859777781832e-12	DOWN
SRD5A3	ENSG00000128039	1.39499727528234	1.57478731168431e-14	2.97597602208059e-14	UP
PAICS	ENSG00000128050	1.61044010682952	4.39944187656313e-26	9.28233890439693e-25	UP
PPAT	ENSG00000128059	1.28032205653771	2.77518794737102e-21	1.71675595549627e-20	UP
ADM2	ENSG00000128165	1.62046307688548	2.48470187569413e-20	1.27556887736169e-19	UP
VPREB3	ENSG00000128218	1.09173818718295	4.28533322653863e-10	5.52204013084172e-10	UP
MGAT3	ENSG00000128268	-2.60532974198522	1.6414167166502e-26	3.79701216381733e-25	DOWN
APOL3	ENSG00000128284	-1.13237223472131	1.72345857676328e-12	2.6117130760738e-12	DOWN
KRT17	ENSG00000128422	1.40472553602467	0.000116067944047239	0.000116553583980491	UP
DOCK4	ENSG00000128512	-1.11017049445871	1.22998367349989e-14	2.34515258502462e-14	DOWN
CDHR3	ENSG00000128536	-1.2010167899541	1.39116466016446e-08	1.60905792019021e-08	DOWN
STRIP2	ENSG00000128578	1.00612980030507	1.57630992849147e-10	2.09883152753372e-10	UP
CALU	ENSG00000128595	1.22952141378384	1.28691369976454e-17	3.73808517934631e-17	UP
CGNL1	ENSG00000128849	-2.06315777421366	4.41988583910845e-24	5.27091975843989e-23	DOWN
LOXL1	ENSG00000129038	1.11556593394869	1.85994396430922e-12	2.81188378856196e-12	UP
ACKR4	ENSG00000129048	-1.29248039776208	6.00212364731761e-21	3.42978494132435e-20	DOWN
E2F8	ENSG00000129173	1.19044614217363	3.39232736715713e-18	1.08014403730376e-17	UP
PIMREG	ENSG00000129195	1.24683490891657	8.06796615098359e-16	1.77439805382457e-15	UP
TXNDC17	ENSG00000129235	1.31057772865614	2.23348364386883e-15	4.66625527337122e-15	UP
KIF1C	ENSG00000129250	-1.26135180729645	8.36780784223163e-22	6.09675654581146e-21	DOWN
KLK10	ENSG00000129451	-1.37451271172821	1.33159500310777e-08	1.54108644120972e-08	DOWN
ADCY4	ENSG00000129467	-1.08776426181582	4.1728485970739e-18	1.31342119776752e-17	DOWN
FOXA1	ENSG00000129514	1.05168102366608	1.14632365699445e-09	1.41904669337804e-09	UP
EGLN3	ENSG00000129521	1.76634284086763	6.6348027968382e-15	1.30253797238541e-14	UP
RNASE1	ENSG00000129538	-1.22959214865427	1.77409166541411e-06	1.83230553931957e-06	DOWN
CDO1	ENSG00000129596	-1.68068810478889	2.83787515602468e-25	4.65702589706615e-24	DOWN
ARHGEF6	ENSG00000129675	-1.10870756027802	4.2737881408761e-16	9.76865860771681e-16	DOWN
STARD8	ENSG00000130052	-1.42281583282348	2.96048699487949e-21	1.82183815069507e-20	DOWN
LDLR	ENSG00000130164	-1.76080097063852	2.56728813463916e-16	6.07043499816157e-16	DOWN
CNN1	ENSG00000130176	-1.05512225628574	1.00910537412341e-08	1.17423170807087e-08	DOWN
APOC1	ENSG00000130208	-1.64370333832093	7.21588179890377e-11	9.82588159850726e-11	DOWN
USHBP1	ENSG00000130307	-1.15799985374298	4.52031409366764e-23	4.59931443750342e-22	DOWN
PXDN	ENSG00000130508	1.04325351366266	4.60256431352135e-07	4.8688283647168e-07	UP
IQCN	ENSG00000130518	-1.36129418381087	6.72568007299064e-14	1.17393688546746e-13	DOWN
JUND	ENSG00000130522	-1.35767233954118	6.80438503089125e-12	9.89728731765999e-12	DOWN
TNNI2	ENSG00000130598	-1.45054105132996	8.44441117203826e-18	2.52150380253709e-17	DOWN
COL5A1	ENSG00000130635	2.09540196719873	1.11519821215394e-14	2.13690675382791e-14	UP
GMFG	ENSG00000130755	-1.37456718434048	5.01715209524067e-16	1.13595896496015e-15	DOWN
ARHGEF16	ENSG00000130762	1.21349477346903	2.77116969688369e-17	7.62270174500957e-17	UP
SMPDL3B	ENSG00000130768	1.52449412860889	8.44800915045921e-14	1.45603030241308e-13	UP
SLC6A8	ENSG00000130821	1.34062874248956	4.01759283118701e-12	5.94281836354319e-12	UP
DKC1	ENSG00000130826	1.08388088658355	9.57918196643845e-22	6.78672670684938e-21	UP
COX4I2	ENSG00000131055	-2.05989454812326	1.58343555522199e-23	1.79893270179066e-22	DOWN
HIGD1B	ENSG00000131097	-2.3660100382319	2.44046081711864e-26	5.26481434704246e-25	DOWN
GINS2	ENSG00000131153	1.4401509417091	9.20789225329422e-20	4.19932378297503e-19	UP
F12	ENSG00000131187	1.0270006364936	1.0172119096002e-14	1.95892363734442e-14	UP
ADGRE3	ENSG00000131355	-1.04243914831981	8.73013965933456e-17	2.19109387528397e-16	DOWN
SH3BP5	ENSG00000131370	-1.056548695593	9.7464443492518e-17	2.43661108731295e-16	DOWN
NAPSA	ENSG00000131400	-1.65903018122239	4.57921505288389e-06	4.67664516039205e-06	DOWN
AOC3	ENSG00000131471	-2.30470699113738	5.03473044338585e-25	7.61156098527625e-24	DOWN
RAMP2	ENSG00000131477	-2.63601180825923	2.08074610961821e-28	7.99006506093391e-27	DOWN
TMEM204	ENSG00000131634	-1.4185143311712	1.58292115981648e-16	3.84709952765524e-16	DOWN
BARX1	ENSG00000131668	1.63716077490567	7.16850052569709e-08	7.91067059182293e-08	UP
TNS4	ENSG00000131746	1.77060851005508	2.18223219852453e-09	2.65350590320905e-09	UP
TOP2A	ENSG00000131747	2.91841995629192	2.32238916501147e-21	1.47602676446732e-20	UP
RAI2	ENSG00000131831	-1.64091542830861	3.88862117941794e-22	3.05989863298461e-21	DOWN
NR0B2	ENSG00000131910	-1.33489542556733	1.26462393557938e-11	1.82151384569573e-11	DOWN
PODNL1	ENSG00000132000	1.26091069532226	6.74291395367142e-13	1.05944310892382e-12	UP
MATN3	ENSG00000132031	-1.3134047361792	2.67764394798832e-11	3.76911758074603e-11	DOWN
PPARG	ENSG00000132170	-1.49636323495432	6.34723075111199e-15	1.24937618682488e-14	DOWN
RAMP1	ENSG00000132329	1.52992869106782	1.20968818325171e-13	2.05904371617313e-13	UP
SEC61G	ENSG00000132432	1.05018881073291	2.25336820968447e-12	3.3800523145267e-12	UP
FIGNL1	ENSG00000132436	1.05883963516261	5.57169883171069e-15	1.10627319099116e-14	UP
ITGB4	ENSG00000132470	1.36194049556143	5.22661384927537e-09	6.20216229333048e-09	UP
HSPA12B	ENSG00000132622	-2.02075447333712	2.56046502817503e-25	4.27486335138788e-24	DOWN
PCNA	ENSG00000132646	1.08280721006206	6.91853862640748e-14	1.20540781875702e-13	UP
NES	ENSG00000132688	-1.31347750529582	2.32803715415868e-09	2.82721779632174e-09	DOWN
ALDH3B2	ENSG00000132746	1.17028012556153	6.44151204145672e-11	8.79637490725242e-11	UP
VSTM2L	ENSG00000132821	1.27789298564061	7.43445108212744e-07	7.79156445288465e-07	UP
ALOX5AP	ENSG00000132965	-1.89081924129598	3.95135064208919e-15	8.02814098710185e-15	DOWN
WASF3	ENSG00000132970	-1.4004665695729	1.34220536377353e-22	1.21654626605686e-21	DOWN
MYH10	ENSG00000133026	-1.20728930082659	4.004561384247e-12	5.92810937375038e-12	DOWN
POSTN	ENSG00000133110	1.9589827741829	8.36328064584518e-11	1.1300139929643e-10	UP
STOML3	ENSG00000133115	-1.03426325763304	2.96814619400196e-07	3.16426468211203e-07	DOWN
KL	ENSG00000133116	-1.57116839652914	2.49179690924402e-27	7.2488637359826e-26	DOWN
STARD13	ENSG00000133121	-1.30947588693505	2.06638275105486e-22	1.77912774978715e-21	DOWN
RNF128	ENSG00000133135	-1.34363954677415	1.12122780180905e-09	1.38887572869249e-09	DOWN
SLC39A11	ENSG00000133195	1.24242415294935	5.04640709749414e-19	1.96533501565695e-18	UP
EPHB2	ENSG00000133216	1.30695112274999	3.28296501680596e-16	7.63110512381046e-16	UP
PRAM1	ENSG00000133246	-1.56733754633183	1.00413278425988e-20	5.41554760050273e-20	DOWN
MYH11	ENSG00000133392	-1.59106014797806	2.90686644927003e-12	4.33995612954779e-12	DOWN
PDZD2	ENSG00000133401	-1.74246823763857	3.06847585552235e-25	4.95081818706127e-24	DOWN
C1QTNF6	ENSG00000133466	1.44026595234765	1.19002643319996e-15	2.57303012583776e-15	UP
SEC14L4	ENSG00000133488	-1.21961364745724	1.51864253537286e-13	2.55995932213863e-13	DOWN
GIMAP6	ENSG00000133561	-1.75093981080138	2.26268918605529e-19	9.36102023884757e-19	DOWN
GIMAP4	ENSG00000133574	-1.29665385291378	1.74369358022317e-13	2.92647873603888e-13	DOWN
SFTPD	ENSG00000133661	-3.76883501068679	5.71446991399062e-16	1.2862581752476e-15	DOWN
LYVE1	ENSG00000133800	-2.30350046428683	1.00368128698097e-20	5.41554760050273e-20	DOWN
LOXL2	ENSG00000134013	1.48262984809555	4.90067025832238e-12	7.21571080979982e-12	UP
PEBP4	ENSG00000134020	-3.82475324961981	1.23872792556621e-22	1.13255124623196e-21	DOWN
ADAMDEC1	ENSG00000134028	1.37044978922352	1.74225790052838e-09	2.13610164049457e-09	UP
CCNB1	ENSG00000134057	2.36403392697466	6.13896099633648e-21	3.49756828277924e-20	UP
CNTN6	ENSG00000134115	-1.69225823295177	3.99838454132296e-30	3.19870763305837e-28	DOWN
GSTM5	ENSG00000134201	-1.08082786874882	3.0406105592106e-20	1.51242805017729e-19	DOWN
PTGFRN	ENSG00000134247	1.34294415041055	3.56477422615077e-17	9.72211152586573e-17	UP
CD101	ENSG00000134256	-1.66534948773393	1.25115962799539e-18	4.36768451954755e-18	DOWN
FKBP11	ENSG00000134285	1.3366097378415	6.25069771916813e-18	1.9171469042816e-17	UP
LDHA	ENSG00000134333	1.4291748657055	4.19894440855353e-21	2.48060715828393e-20	UP
IL2RA	ENSG00000134460	1.15104081910798	6.56172238225125e-14	1.14636096214035e-13	UP
CABLES1	ENSG00000134508	-1.0722567700245	4.84293163914072e-14	8.58580678407219e-14	DOWN
EMP1	ENSG00000134531	-1.02137067598636	9.38976908186175e-08	1.03137051700083e-07	DOWN
CDCA8	ENSG00000134690	2.08448129996372	1.18180621978972e-19	5.2484813956856e-19	UP
TCN1	ENSG00000134827	1.84679049298716	9.51646929328745e-08	1.04468959651869e-07	UP
CLDN10	ENSG00000134873	1.62248387311015	8.88513525597171e-09	1.0364191793114e-08	UP
ADAMTS8	ENSG00000134917	-2.64095395869833	3.86521855143907e-29	2.06144989410084e-27	DOWN
GOLM1	ENSG00000135052	2.58089648751067	1.88818834596132e-28	7.71345026435264e-27	UP
FAM189A2	ENSG00000135063	-2.76617317286378	7.83601676954176e-31	1.0746537283943e-28	DOWN
PSAT1	ENSG00000135069	2.40975554148731	6.6121763924637e-23	6.44435465661437e-22	UP
TBX3	ENSG00000135111	-1.45190024316556	7.0706772578237e-17	1.81979897252299e-16	DOWN
OASL	ENSG00000135114	-1.0425869693504	3.02977780036828e-10	3.95726080048102e-10	DOWN
CD36	ENSG00000135218	-2.61300240920137	1.86109105712283e-26	4.06056230644982e-25	DOWN
HILPDA	ENSG00000135245	1.18701430123363	1.11478734593085e-11	1.60931707081746e-11	UP
NT5E	ENSG00000135318	1.50114598856889	1.85941503679631e-10	2.4665628885544e-10	UP
LMO2	ENSG00000135363	-1.49670067398401	4.42490650783894e-21	2.58231625989385e-20	DOWN
TROAP	ENSG00000135451	1.42590106957213	2.92530670540445e-15	6.03934287567371e-15	UP
ESPL1	ENSG00000135476	1.01480581795714	3.26269795053964e-13	5.29533395184793e-13	UP
NHSL1	ENSG00000135540	-1.41981056159012	8.9976241848637e-22	6.42209607246777e-21	DOWN
PKIB	ENSG00000135549	1.36121365449149	2.4444625416923e-08	2.77878512732339e-08	UP
STX11	ENSG00000135604	-2.5968720969033	3.65180710268411e-29	2.00327703918671e-27	DOWN
AGT	ENSG00000135744	1.09716834843627	1.88534154687053e-06	1.94302510466528e-06	UP
KCNK1	ENSG00000135750	1.14281964365251	7.92212385442715e-11	1.07191527840029e-10	UP
CAPN9	ENSG00000135773	-1.09384881383135	3.67349675888121e-07	3.90321736416819e-07	DOWN
ITM2C	ENSG00000135916	1.14906964655009	4.46102659065726e-13	7.14931877072919e-13	UP
SLC19A3	ENSG00000135917	-1.91997703116252	1.67180978255238e-26	3.82127950297687e-25	DOWN
SERPINE2	ENSG00000135919	1.17522576819101	2.37915321218186e-08	2.70935597116795e-08	UP
CYP27A1	ENSG00000135929	-1.79189377427826	5.07602911883543e-19	1.97286961703725e-18	DOWN
CKAP4	ENSG00000136026	1.06910179038255	1.41489666571101e-16	3.45623612998108e-16	UP
DRAM1	ENSG00000136048	-1.36299966017564	1.12058020337258e-12	1.72673674998022e-12	DOWN
THSD1	ENSG00000136114	-1.448429188845	8.17118278308912e-21	4.48247741243746e-20	DOWN
LMO7	ENSG00000136153	-1.34353926948786	1.86758011896453e-15	3.9317476188727e-15	DOWN
SCEL	ENSG00000136155	-1.61058670158368	1.19089165502553e-09	1.47137192898907e-09	DOWN
EDNRB	ENSG00000136160	-3.00215981157016	1.9072839286941e-29	1.19151575026864e-27	DOWN
KDELR2	ENSG00000136240	1.01280407453693	6.01549927747804e-19	2.300748727641e-18	UP
IL6	ENSG00000136244	-1.42732581219703	1.46694720823109e-07	1.59306484151793e-07	DOWN
BZW2	ENSG00000136261	1.29802864251565	3.36746746396751e-18	1.07400955661422e-17	UP
TTYH3	ENSG00000136295	1.51565798199748	2.41108844708464e-15	4.99384014930151e-15	UP
SCN7A	ENSG00000136546	-1.82057439419351	5.73014760851196e-22	4.36582674934244e-21	DOWN
EPRS	ENSG00000136628	1.03843635701705	1.92721273158434e-21	1.25432150665828e-20	UP
GYPC	ENSG00000136732	-1.45803726010502	1.70832889413731e-22	1.51112020674209e-21	DOWN
KLF4	ENSG00000136826	-1.91413301644902	1.45372311496327e-16	3.54206647300696e-16	DOWN
TMOD1	ENSG00000136842	-1.07823837455785	1.25104453309148e-16	3.09536791692739e-16	DOWN
TLR4	ENSG00000136869	-1.03227080615002	1.57674349554815e-12	2.39505341095922e-12	DOWN
WDR38	ENSG00000136918	-1.49159353046249	4.7220720861925e-08	5.27115023574977e-08	DOWN
DSCC1	ENSG00000136982	1.04826712995069	2.66164957542468e-12	3.98003674829859e-12	UP
IL33	ENSG00000137033	-1.90130999632468	8.46276470548729e-14	1.4572653125144e-13	DOWN
ALDH1B1	ENSG00000137124	1.15888840379892	8.14769588835916e-15	1.58496211810026e-14	UP
PPIL1	ENSG00000137168	1.08986651402319	7.78524967061124e-19	2.88009236369433e-18	UP
TFAP2A	ENSG00000137203	1.21506955472586	1.92628951573196e-13	3.21606597409162e-13	UP
TUBB2B	ENSG00000137285	1.31192169385089	2.26384012950402e-07	2.43232962990919e-07	UP
UQCC2	ENSG00000137288	1.00335814980981	4.15627848651054e-18	1.31250899574017e-17	UP
HMGA1	ENSG00000137309	2.07176232384126	7.58563943258656e-20	3.51797770786623e-19	UP
IER3	ENSG00000137331	1.14869582038873	7.97454964433916e-07	8.34849253932999e-07	UP
RNF144B	ENSG00000137393	-1.2962671582667	3.0934766246139e-16	7.22563883121496e-16	DOWN
FGFBP2	ENSG00000137441	-1.75301877224391	3.12035144334023e-16	7.27955622261633e-16	DOWN
ARRB1	ENSG00000137486	-1.29985259135221	2.85155082640585e-20	1.43324020594221e-19	DOWN
SLCO2B1	ENSG00000137491	-1.19990976995174	4.22321818356068e-11	5.87578182060616e-11	DOWN
LRRC32	ENSG00000137507	-1.79871698506392	8.18178287953813e-17	2.06697672746226e-16	DOWN
MRPL15	ENSG00000137547	1.03392451460029	8.04864515619752e-15	1.5672818154056e-14	UP
SULF1	ENSG00000137573	2.25895059858982	8.99785837461223e-14	1.5466327734338e-13	UP
TMPRSS4	ENSG00000137648	2.63453317736048	5.94597877510531e-17	1.55535139621283e-16	UP
MMP7	ENSG00000137673	1.39450119638171	2.56554886228328e-07	2.74880235244637e-07	UP
FXYD6	ENSG00000137726	-1.42741272684421	1.0054620224959e-18	3.59501474172674e-18	DOWN
MMP13	ENSG00000137745	2.14838802309123	2.17955007642715e-10	2.87215933201106e-10	UP
NUSAP1	ENSG00000137804	1.97288322820391	5.37049106706801e-19	2.07471687098e-18	UP
KIF23	ENSG00000137807	1.35273916897287	1.42268283852076e-15	3.05201234632386e-15	UP
ITGA11	ENSG00000137809	1.7272932344989	6.64230396177178e-13	1.04449005787075e-12	UP
PAQR5	ENSG00000137819	-1.20595233205136	1.24035345169547e-17	3.61566866834945e-17	DOWN
ITPKA	ENSG00000137825	1.8421522845387	1.06675571055565e-12	1.64776425122031e-12	UP
SMAD6	ENSG00000137834	-1.75584726204888	1.0054806855767e-18	3.59501474172674e-18	DOWN
DUOX1	ENSG00000137857	-2.77005380799887	3.18267729392749e-23	3.39485578018932e-22	DOWN
STRA6	ENSG00000137868	1.11416990898026	1.30590374699454e-12	1.99787664878846e-12	UP
SEMA6D	ENSG00000137872	-1.20766116681741	4.56765827212475e-19	1.78613113696121e-18	DOWN
DNASE2B	ENSG00000137976	-1.25730149097337	1.04963407099402e-13	1.79296923159121e-13	DOWN
SELENOI	ENSG00000138018	1.03978789817214	2.10667639628292e-17	5.94826276597532e-17	UP
CGREF1	ENSG00000138028	1.00353339555435	2.48956490537924e-12	3.73143217668082e-12	UP
KIF11	ENSG00000138160	1.84454207062795	7.44974447164934e-18	2.24192937077849e-17	UP
CEP55	ENSG00000138180	2.09186971004041	8.9952161858992e-19	3.2564093139484e-18	UP
RBP4	ENSG00000138207	-2.40800456205134	1.4782852421307e-18	5.12329903409917e-18	DOWN
GPR87	ENSG00000138271	2.20396625477619	3.93723833466145e-14	7.09811981460092e-14	UP
ATIC	ENSG00000138363	1.27068262172266	1.33531567311644e-25	2.37389452998478e-24	UP
ITPRID2	ENSG00000138434	-1.10113212165185	5.15127938175761e-18	1.59010553263257e-17	DOWN
SECISBP2L	ENSG00000138593	-1.29292006355327	9.53222495862385e-20	4.31647922654665e-19	DOWN
CILP	ENSG00000138615	1.24779771310232	1.69748881414931e-09	2.08254218732694e-09	UP
PRKG2	ENSG00000138669	-1.21795531140484	1.38337522219081e-22	1.24698611577763e-21	DOWN
MMRN1	ENSG00000138722	-1.54277668710768	2.34715256674272e-16	5.57739223780449e-16	DOWN
PDE5A	ENSG00000138735	-1.04270835558879	3.97788369233979e-14	7.15167082927426e-14	DOWN
ANXA3	ENSG00000138772	-1.80594427733709	2.05718048417307e-17	5.83424893591181e-17	DOWN
SLC39A8	ENSG00000138821	-2.3815789222399	1.18076542005617e-21	8.18436681049766e-21	DOWN
GABARAPL1	ENSG00000139112	-1.03314966196343	5.49721322190991e-16	1.24172345718436e-15	DOWN
CD27	ENSG00000139193	1.02585185301361	4.17826975911668e-09	4.99208334629995e-09	UP
ACVRL1	ENSG00000139567	-2.12962239863211	1.49278194180094e-25	2.60558302568892e-24	DOWN
GALNT6	ENSG00000139629	1.27011890829754	5.45146284040947e-10	6.97017338052804e-10	UP
SSTR1	ENSG00000139874	-1.65020903947124	1.43742892072117e-20	7.52006410840505e-20	DOWN
JDP2	ENSG00000140044	-1.08278291070519	4.63900341452437e-14	8.24711718137665e-14	DOWN
FBLN5	ENSG00000140092	-1.77875172829251	2.82781033958764e-18	9.17127677704098e-18	DOWN
DUOXA1	ENSG00000140254	-2.13687010859392	7.71825713963715e-21	4.30786445003004e-20	DOWN
GCNT3	ENSG00000140297	1.86068442271072	6.53749120806916e-12	9.51628742948658e-12	UP
ARRDC4	ENSG00000140450	-1.00098831817733	9.27398614473913e-13	1.43829187382061e-12	DOWN
FANCI	ENSG00000140525	1.30026574388939	2.92234803635382e-16	6.86769673170054e-16	UP
SH3GL3	ENSG00000140600	-1.25101984274448	2.12152007875584e-29	1.2729120472535e-27	DOWN
LRRC46	ENSG00000141294	-1.1932448795089	5.35061178335389e-07	5.63840539189872e-07	DOWN
ABCA8	ENSG00000141338	-1.8537703569737	2.66893895291497e-27	7.64830267103991e-26	DOWN
GATA6	ENSG00000141448	-1.67007062396399	1.7662420188391e-19	7.46956977130193e-19	DOWN
SLC14A1	ENSG00000141469	-1.13944579441622	4.28440393806973e-15	8.67727379862223e-15	DOWN
SLC16A3	ENSG00000141526	1.17476946092143	3.20177159977512e-12	4.76542749733971e-12	UP
PMAIP1	ENSG00000141682	1.41529803423507	5.11502341602783e-10	6.55597126753901e-10	UP
P3H4	ENSG00000141696	1.53943004368421	9.76625854685136e-18	2.89817873415063e-17	UP
FKBP10	ENSG00000141756	1.33032158781398	1.45102523224866e-09	1.78931820547041e-09	UP
PLPP2	ENSG00000141934	2.00903167046204	2.18722953225831e-22	1.86213811468387e-21	UP
CBLC	ENSG00000142273	2.19961597137899	1.05168957661533e-19	4.69591624907309e-19	UP
RCN3	ENSG00000142552	1.39778855532569	2.04927473057359e-10	2.70419758261257e-10	UP
ARHGEF19	ENSG00000142632	1.03984447436401	4.66713781430607e-12	6.8824152100366e-12	UP
FCN3	ENSG00000142748	-4.10237020584077	4.52745014941743e-23	4.59931443750342e-22	DOWN
CCN1	ENSG00000142871	-1.06910426380038	3.78803666399372e-07	4.02269380247121e-07	DOWN
KIF2C	ENSG00000142945	2.01159307576507	3.3378344855166e-19	1.33792112989392e-18	UP
CYP4B1	ENSG00000142973	-3.99496806127257	4.34681102140955e-20	2.09169853661813e-19	DOWN
C1orf162	ENSG00000143110	-1.58093948781191	4.91720684893656e-18	1.52274792741261e-17	DOWN
GPA33	ENSG00000143167	-1.99051513400268	1.71575106807175e-22	1.51112020674209e-21	DOWN
RXRG	ENSG00000143171	-1.29570944656965	1.37501253299206e-20	7.25281336083724e-20	DOWN
DPT	ENSG00000143196	-1.24402414436814	1.63095252701959e-07	1.76916884286871e-07	DOWN
NECTIN4	ENSG00000143217	1.7903157010069	4.77043156175395e-17	1.27565857918769e-16	UP
NUF2	ENSG00000143228	1.63209553894135	2.86783956931516e-17	7.87732757236782e-17	UP
MRPL24	ENSG00000143314	1.00373137742247	4.17714161780514e-13	6.70577918577414e-13	UP
CRABP2	ENSG00000143320	4.30583512136615	1.74907819727489e-21	1.1500788146465e-20	UP
HDGF	ENSG00000143321	1.04683856638084	7.79449625973881e-16	1.7181897610446e-15	UP
XPR1	ENSG00000143324	1.51365566526216	2.32935473767498e-21	1.47602676446732e-20	UP
ADAMTSL4	ENSG00000143382	-1.70007717267309	8.3589444772602e-23	7.90599674696531e-22	DOWN
CTSK	ENSG00000143387	1.11380705051237	1.08088262546834e-07	1.18250406888844e-07	UP
ANP32E	ENSG00000143401	1.05035241508377	1.16527214284241e-09	1.44157378495969e-09	UP
SELENBP1	ENSG00000143416	-2.04824270618084	5.03236372227622e-14	8.88881172655965e-14	DOWN
HORMAD1	ENSG00000143452	1.10436828598701	3.18610543937943e-08	3.60054293325987e-08	UP
DTL	ENSG00000143476	1.25406111255295	3.07875812989327e-12	4.58589263723436e-12	UP
HHIPL2	ENSG00000143512	1.49800560229899	1.0716940640999e-09	1.33009218039548e-09	UP
S100A8	ENSG00000143546	-1.02570808805784	5.92789634682985e-05	5.97771060184523e-05	DOWN
SLC27A3	ENSG00000143554	-1.30715694081374	3.5244973361648e-20	1.7306994591909e-19	DOWN
CREB3L4	ENSG00000143578	1.04962820420666	2.20030421491582e-12	3.30562135574208e-12	UP
EFNA3	ENSG00000143590	1.32126608868526	5.10935596269925e-18	1.5797042589988e-17	UP
ILF2	ENSG00000143621	1.12686020036373	6.50920296490453e-19	2.46707686895353e-18	UP
PARP1	ENSG00000143799	1.074411438594	3.72096908304962e-17	1.01050362651418e-16	UP
WNT9A	ENSG00000143816	-1.02787939125419	1.49227181021307e-11	2.13499394605745e-11	DOWN
PLEKHA6	ENSG00000143850	1.14525871527639	7.99647803960005e-13	1.2462043698078e-12	UP
PDIA6	ENSG00000143870	1.08606243239478	3.27275786205979e-18	1.04903090069362e-17	UP
TMEM177	ENSG00000144120	1.07531544392338	4.1164062170766e-23	4.29538040042775e-22	UP
AFF3	ENSG00000144218	-1.33074948485025	1.73785782613815e-22	1.51288476300791e-21	DOWN
ZNF385B	ENSG00000144331	-1.9465036702006	7.0315821557137e-18	2.12608468330241e-17	DOWN
CDCA7	ENSG00000144354	1.52199215374962	1.02735647523365e-15	2.24150503687341e-15	UP
HSPD1	ENSG00000144381	1.24005444876965	7.89872449595035e-23	7.54505026478839e-22	UP
ABCA12	ENSG00000144452	1.0862360041183	1.44272231623267e-13	2.44055228825263e-13	UP
HES6	ENSG00000144485	1.24002826454461	9.66466831108787e-08	1.0603521804165e-07	UP
RBMS3	ENSG00000144642	-1.03622653067897	1.63328798277104e-16	3.95449297215687e-16	DOWN
CSRNP1	ENSG00000144655	-1.91912945341683	2.17756944352744e-18	7.25856481175812e-18	DOWN
STAC	ENSG00000144681	-1.48847246112216	1.29231251685815e-17	3.74011346264128e-17	DOWN
LIMD1	ENSG00000144791	-1.13040804244471	1.50680075049304e-19	6.44333505778761e-19	DOWN
PLA1A	ENSG00000144837	-1.29770938955061	2.81659814675311e-13	4.63399180956809e-13	DOWN
ADPRH	ENSG00000144843	-1.16351062664627	2.7745187780613e-22	2.25723561604987e-21	DOWN
AGTR1	ENSG00000144891	-1.13134082271824	5.77309367949543e-20	2.73013297158405e-19	DOWN
MANF	ENSG00000145050	1.31108883177838	1.24975440390891e-20	6.62853164504174e-20	UP
MUC4	ENSG00000145113	1.10018197892858	1.61244155106842e-06	1.66804298386388e-06	UP
SLIT2	ENSG00000145147	-1.76020715095162	1.40051224291268e-21	9.53540250493739e-21	DOWN
OCIAD2	ENSG00000145247	2.0192682659229	8.74270877600427e-27	2.14756092120621e-25	UP
SCD5	ENSG00000145284	-1.42883959411403	4.09182066962631e-14	7.33547683070263e-14	DOWN
PLAC8	ENSG00000145287	-1.26130294296975	2.7327624140843e-08	3.09734582942259e-08	DOWN
DDIT4L	ENSG00000145358	1.12818747300482	1.2257341407837e-12	1.87821991245387e-12	UP
CCNA2	ENSG00000145386	1.96366477016973	2.06715562599532e-18	6.9145275294617e-18	UP
SFRP2	ENSG00000145423	1.48591389878805	8.12547024588395e-06	8.25881570783334e-06	UP
ROPN1L	ENSG00000145491	-1.20887079686605	3.41252514637131e-08	3.84284356658822e-08	DOWN
SRD5A1	ENSG00000145545	1.02068577837746	8.90237367029252e-15	1.7213048788481e-14	UP
OTULINL	ENSG00000145569	-1.36604951874101	2.50102802407181e-13	4.12895426158028e-13	DOWN
CXCL14	ENSG00000145824	2.2039820610689	3.02224631265268e-10	3.95011090557736e-10	UP
TNFRSF21	ENSG00000146072	1.91147449834076	1.51513638492273e-22	1.35305202746588e-21	UP
LGSN	ENSG00000146166	1.28975245525306	3.18286970531795e-10	4.14031831586074e-10	UP
TPBG	ENSG00000146242	1.42518288610293	5.04662192569684e-17	1.34389932001913e-16	UP
SLC22A3	ENSG00000146477	-1.04044292012787	3.76591976577125e-06	3.85424624215394e-06	DOWN
